main_key,sub_key,ko,en
choice.act1.random_event.46.funeral_without_black_cloth.inspect_empty_bier,result,"빈 상여 아래에서 그물과 무기가 튀어나왔다. 매복을 물리친 뒤에도 상여 안에는 이름도 시신도 없었고, 잘린 흰 끈만 남았다.",
choice.act1.random_event.46.funeral_without_black_cloth.leave_funeral_untouched,label,장례를 건드리지 않고 떠난다,
choice.act1.random_event.46.funeral_without_black_cloth.leave_funeral_untouched,result,일행은 빈 상여와 낯선 조문객을 뒤에 두고 길을 계속 갔다. 흰 끈이 바람에 한 번 흔들렸지만 누구도 뒤돌아보지 않았다.,
choice.job.first.archer_archmaster,label,유진의 감각을 더욱 날카롭게 벼린다.,
choice.job.first.archer_archmaster,result,수많은 추적과 전투를 거치며 유진은 바람의 결 너머에 숨은 움직임까지 읽게 되었다. 그녀의 화살은 이제 산귀가 몸을 숨길 틈조차 허락하지 않는다.,
choice.job.first.monk_vajra_monk,label,지한의 몸과 마음을 더욱 굳건히 단련한다.,
choice.job.first.monk_vajra_monk,result,고행과 전투를 견딘 지한의 몸에는 흔들림 없는 힘이 자리 잡았다. 그는 이제 거센 요기 앞에서도 동료를 지킬 수 있다.,
choice.job.first.physician_royal_physician,label,의관을 어의로 전직시킨다.,
choice.job.first.physician_royal_physician,result,의관이 전장의 생명을 살리는 어의의 길에 들어섰다.,
choice.job.first.scholar_strategist,label,유생을 병법가로 전직시킨다.,
choice.job.first.scholar_strategist,result,유생이 전장의 흐름을 읽는 병법가의 길에 들어섰다.,
choice.job.first.skip,label,지금은 전직하지 않는다.,
choice.job.first.skip,result,일행은 아직 때가 아니라고 판단하고 전직을 보류했다.,
choice.job.first.soldier_general,label,서진의 잠재된 힘을 일깨운다.,
choice.job.first.soldier_general,result,수많은 싸움으로 단련된 서진의 기세가 한층 강해졌다. 이제 그는 더 거센 산귀와 요물 앞에서도 물러서지 않을 것이다.,
choice.job.second.archer_first,label,유진의 감각을 더욱 날카롭게 벼린다.,
choice.job.second.archer_first,result,수많은 추적과 전투를 거치며 유진은 바람의 결 너머에 숨은 움직임까지 읽게 되었다. 그녀의 화살은 이제 산귀가 몸을 숨길 틈조차 허락하지 않는다.,
choice.job.second.archer_second,label,유진의 시야를 인간의 한계 너머로 연다.,
choice.job.second.archer_second,result,짙은 안개와 요기가 시야를 삼켜도 유진의 눈은 흔들리지 않는다. 활시위를 떠난 화살은 보이지 않는 원한의 맥까지 찾아 꿰뚫는다.,
choice.job.second.monk_first,label,지한의 몸과 마음을 더욱 굳건히 단련한다.,
choice.job.second.monk_first,result,고행과 전투를 견딘 지한의 몸에는 흔들림 없는 힘이 자리 잡았다. 그는 이제 거센 요기 앞에서도 동료를 지킬 수 있다.,
choice.job.second.monk_second,label,지한의 신념을 금강과 같은 경지로 이끈다.,
choice.job.second.monk_second,result,원혼의 울음과 요기의 압박 속에서도 지한의 마음은 흔들리지 않는다. 금강처럼 굳어진 그의 의지는 자신과 동료를 범접할 수 없는 방벽으로 감싼다.,
choice.job.second.skip,label,지금은 전직하지 않는다.,
choice.job.second.skip,result,일행은 제단의 불빛을 뒤로하고 다음 기회를 기다리기로 했다.,
choice.job.second.soldier_first,label,서진의 잠재된 힘을 일깨운다.,
choice.job.second.soldier_first,result,수많은 싸움으로 단련된 서진의 기세가 한층 강해졌다. 이제 그는 더 거센 산귀와 요물 앞에서도 물러서지 않을 것이다.,
choice.job.second.soldier_second,label,서진을 한계 너머의 경지로 이끈다.,
choice.job.second.soldier_second,result,"죽은 자의 원한과 산 자의 두려움이 뒤엉킨 전장을 지나며, 서진의 혼은 쇠처럼 벼려졌다. 이제 그의 의지는 어떤 산귀의 사기에도 꺾이지 않는다.",
node.act1.chapter01.episode01.black_cloth_raid,body,"광장 쪽에서 항아리 깨지는 소리와 비명이 터졌다. 검은 천을 두른 무리가 주민들을 우물가로 몰아붙이고 있었다. 그들은 마른 체구에 어깨가 솟아 있었고, 코와 입을 때 묻은 천으로 감춘 채 이마에 흰 재를 문질러 놓았다. 해진 겉옷의 허리마다 붉은 천 인형과 짐승 이빨이 흔들렸고, 목에는 산귀 얼굴을 거칠게 깎은 나무패가 걸려 있었다. [전투] 청운촌 광장 습격\n\n앞줄의 사내들은 이가 빠진 곡도와 녹슨 도끼를 들고 문짝 방패로 주민들을 밀었다. 뒤쪽의 무리는 방울 달린 장대를 흔들며 산귀가 아이를 데려갔으니 제물을 내놓으라고 외쳤다. 그러나 그들이 짓밟은 흙에는 산에서 내려온 발자국이 아니라, 짐을 실은 수레가 마을 밖으로 빠져나간 자국이 선명했다.",
node.act1.chapter01.episode01.rescue_charge,body,"서진은 청운촌 주민들을 지키며 검은 천의 무리를 몰아낸다.\n\n서진은 주민들을 마른 우물 뒤로 물리고 검을 뽑았다. 붉은 천 인형의 방울이 일제히 울리자, 그는 광장 한가운데를 막아선 무리에게 달려들었다.",
node.act1.chapter01.episode01.village_arrival,body,"긴 가뭄을 견디지 못한 논은 거북등처럼 갈라져 있었고, 청운촌 어귀의 버드나무는 잎을 반쯤 떨군 채 누렇게 말라 있었다. 우물 앞에는 빈 물동이가 줄지어 놓였지만, 바닥에서는 젖은 흙 냄새조차 올라오지 않았다. 서진은 산 아래 객잔에서 아이 셋이 한 달 사이 사라졌다는 말을 듣고 마을로 들어섰다. 오래전 이 근처에서 여동생의 손을 놓친 기억 때문에 그냥 지나칠 수 없었다.",
node.act1.chapter01.episode02.choose_first_trace,body,"두 단서는 서로 다른 방향이었지만, 붉은 실 매듭의 모양은 같았다. 서진은 어느 쪽을 먼저 확인할지 정해야 했다. 선택: 지한과 함께 아이의 그림에 남은 서쪽 약초꾼 길을 조사한다. 서진은 살아 있는 아이를 먼저 찾기 위해 붉은 천 인형이 그려진 마른 나무로 향했다. 선택: 유진과 함께 지워진 수레 자국을 따라 동쪽 폐수련장으로 향한다.\n\n서진은 납치범의 이동로를 밝히기 위해 유진이 복원한 흔적을 따라 숲으로 들어갔다.",
node.act1.chapter01.episode02.village_after_attack,body,"습격자들이 물러난 뒤에도 광장에는 깨진 항아리와 붉은 실이 남았다. 촌장 최만석은 마른 손으로 수염을 쓸며 아이 셋이 모두 산 근처에서 사라졌다고 말했다. 그는 산귀의 저주가 분명하다며 산에 들어가지 말라고 거듭 막았지만, 산적이 남긴 수레 자국에는 눈길도 주지 않았다.\n\n실종된 아이의 어머니는 딸이 사라지기 전날 밤, 잠결에 ""언니가 숲에서 불러""라고 중얼거렸다고 전했다. 아이가 남긴 그림에는 잎이 모두 떨어진 나무와 그 아래 매달린 붉은 천 인형, 무릎을 꿇은 삿갓 쓴 사람이 그려져 있었다. 마을에 머물던 승려 지한은 그림 속 나무가 서쪽 약초꾼 길에 있다며, 다친 아이가 살아 있다면 먼저 찾아야 한다고 말했다. 그의 등에 멘 약상자에는 붕대와 부목, 작은 약병이 빈틈없이 정리되어 있었다.",
node.act1.chapter01.episode02.yujin_wheel_trace,body,"한편 숲 입구를 살피던 궁수 유진은 사람 발자국과 좁은 수레바퀴 자국을 찾아냈다. 흔적은 중간에서 끊긴 듯 보였지만, 주변 풀잎이 같은 방향으로 눕고 마른 흙만 새로 덮여 있었다. 유진은 누군가 산귀의 소문을 이용하려 흔적을 지웠다고 판단했다. 짧은 활을 등에 걸친 그녀는 산속의 바람과 새소리를 번갈아 들으며 동쪽 폐수련장으로 이어지는 길을 가리켰다.",
node.act1.chapter01.episode03_1.defend_hut,body,서진은 지한과 다친 아이를 지키며 검은 천의 추격자들을 막아낸다.\n\n서진은 좁은 문간을 등지고 검을 세웠다. 지한이 아이를 안쪽으로 옮기는 동안 붉은 천을 맨 짐승들과 쇠고리를 든 추격자들이 한꺼번에 달려들었다.,
node.act1.chapter01.episode03_1.hut_pursuit,body,"서진이 물을 건네자 아이는 떨리는 손으로 북쪽 산등성이를 가리켰다. 그 순간 오두막 밖에서 짧은 휘파람과 짐승 발톱이 흙을 긁는 소리가 겹쳐 들렸다. 굶주린 들개와 산늑대들이 낮게 몸을 숙인 채 숲을 메웠다. 털은 군데군데 빠지고 갈비뼈가 드러났으며, 목덜미에는 오래된 밧줄 자국과 새로 묶은 붉은 천이 남아 있었다. 뒤따른 추격자들은 진흙으로 굳은 두건 아래 눈만 드러내고, 긴 장대와 손도끼, 짐승 우리에 쓰는 쇠고리를 들었다. 그들의 소매에는 광장에서 본 것과 같은 흰 재 얼룩이 찍혀 있었다.\n\n지한은 약상자를 닫고 아이 앞을 가로막았다. 그는 싸움보다 치료가 먼저라며 서진에게 오두막 입구를 맡겼다. [전투] 숲속 오두막의 추격자",
node.act1.chapter01.episode03_1.red_doll_tree,body,"서쪽 약초꾼 길은 가시덤불에 덮여 있었지만, 낮은 가지마다 붉은 실이 한 올씩 걸려 있었다. 길 끝의 마른 느티나무에는 아이 그림과 같은 천 인형이 매달려 있었다. 인형 아래의 작은 발자국은 피 묻은 약초 잎과 함께 비탈 아래 오두막으로 이어졌다. 무너진 오두막 안에서는 지한이 다친 여자아이의 발목에 부목을 대고 있었다. 삿갓을 벗은 그의 머리에는 오래된 계인 흉터가 희미했고, 잿빛 장삼의 소매에는 약초즙과 아이의 피가 묻어 있었다. 지한은 아이가 산속에서 도망쳐 나왔으며, 다른 아이들은 검은 천을 쓴 자들이 더 깊은 곳으로 끌고 갔다고 전했다.\n\n서진은 지한의 치료를 도우며 아이가 본 납치범의 이동로를 듣는다.",
node.act1.chapter01.episode03_2.break_training_ground,body,"[전투] 낡은 수련장의 감시자 서진은 유진과 함께 폐수련장의 감시자들을 돌파한다.\n\n서진은 낮은 방패벽으로 파고들었고, 유진은 지붕의 궁수들이 시위를 놓지 못하도록 차례로 화살을 날렸다.",
node.act1.chapter01.episode03_2.oil_wheel_trace,body,"유진은 흙 위의 발자국보다 꺾인 고사리와 나무껍질에 묻은 기름을 읽었다. 누군가는 수레 자국 위에 마른 흙을 뿌렸지만, 바퀴 축에서 떨어진 검은 기름까지 지우지는 못했다. 흔적은 동쪽 비탈의 낡은 수련장으로 이어졌다. 담장이 무너진 수련장 안에는 빈 곡식 자루와 아이 키만 한 나무 우리가 놓여 있었다. 유진은 썩은 기둥에서 아이 옷의 푸른 실밥을 떼어냈다. 바닥에는 사람 발자국 위로 짐승 발 모양을 덧찍은 흔적이 있었고, 한쪽 화로에서는 갓 만든 붉은 천 인형이 연기를 내고 있었다.\n\n서진은 유진과 함께 수련장에 조작된 산귀 흔적을 확인한다.",
node.act1.chapter01.episode03_2.training_ground_watchers,body,"유진이 짐승 발 모양의 나무틀을 들어 올리자 지붕 위에서 활시위가 당겨지는 소리가 났다. 썩은 기둥 뒤와 무너진 담 너머에서 감시자들이 모습을 드러냈다. 그들은 낡은 수련복 조각을 가죽옷에 덧대고, 얼굴 전체에 검댕을 발라 눈의 흰자만 도드라졌다. 팔에는 부러진 목검을 잘라 만든 보호대를 찼고, 목에는 작은 산귀 가면을 걸었다. 궁수들은 짧은 각궁과 뼈촉 화살을 들고 처마 위에 엎드렸으며, 칼잡이들은 폭이 넓은 연습용 방패 뒤로 몸을 낮춰 퇴로를 막았다.\n\n유진은 가장 높은 기둥에 올라 활을 겨누었다. 그녀의 첫 화살이 수레 옆 밧줄을 끊자, 납치에 쓰인 빈 우리가 모습을 드러냈다.",
node.act1.chapter01.episode04_1.oil_to_training_ground,body,"추격자들을 물리친 뒤 지한은 다친 아이를 약초꾼의 들것에 눕혔다. 아이는 오두막 벽에 묻은 검은 기름을 가리키며, 자신을 실었던 수레에서도 같은 냄새가 났다고 말했다. 지한은 아이를 청운촌으로 돌려보낸 뒤 서진과 함께 기름 자국을 따라 동쪽 폐수련장으로 향했다.\n\n수련장에는 이미 짧은 싸움이 지나간 흔적이 남아 있었다. 부러진 화살들이 썩은 기둥에 정확히 박혀 있었고, 감시자 하나가 떨어뜨린 산귀 가면은 화살촉에 꿰인 채 땅에 고정되어 있었다. 무너진 담 위에서 궁수 유진이 두 사람을 겨누다가, 서진의 허리에 매달린 붉은 인형을 보고 활을 낮췄다.",
node.act1.chapter01.episode04_1.shared_north_trail,body,"유진은 이곳에서 아이를 실었던 수레와 짐승 발자국을 찍는 나무틀을 발견했다고 말했다. 그녀는 수레가 북쪽으로 빠져나갔지만 혼자 추격하면 아이들을 방패로 삼을 수 있어 때를 보고 있었다. 지한은 붙잡힌 감시자의 상처를 살피며, 그의 장화 밑창에 약초꾼 길의 붉은 진흙이 묻은 것을 확인했다. 두 갈래 흔적은 같은 무리가 만들었다. 서진과 지한은 유진을 동료로 맞아 북쪽 수레길과 납치범의 흔적을 함께 추적한다.\n\n유진은 서진에게 짐승 발 모양 나무틀을 건네고 앞장섰다. 지한은 치료 도구를 다시 짊어졌고, 세 사람은 수레바퀴가 남긴 검은 기름 자국을 따라 북쪽 산길로 향했다.",
node.act1.chapter01.episode04_2.cage_to_west_path,body,"수련장의 감시자들이 흩어진 뒤 유진은 빈 우리 안쪽에서 마른 피와 으깬 약초를 발견했다. 작은 손이 붙잡고 버틴 듯 나무살에는 손톱자국이 남아 있었고, 바닥에 떨어진 붕대 조각은 서쪽 약초꾼 길에서 쓰는 천이었다. 두 사람은 아이가 우리에서 빠져나갔을 가능성을 따라 서쪽 숲으로 방향을 틀었다.\n\n마른 느티나무 아래에는 붉은 인형이 흔들렸지만, 그 밑의 발자국은 산으로 향하지 않고 비탈 아래 오두막으로 이어졌다. 안에서는 승려 지한이 다친 여자아이를 치료하고 있었다. 잿빛 장삼의 무릎은 진흙으로 젖었고, 펼쳐 둔 약상자에는 붕대와 부목이 가지런했다. 그는 낯선 발소리에 지팡이를 들었지만, 유진이 우리에서 찾은 푸른 실밥을 내밀자 경계를 풀었다.",
node.act1.chapter01.episode04_2.jihan_testimony,body,아이는 검은 천의 무리가 다른 아이들을 북쪽 산등성이로 데려갔다고 말했다. 지한은 아이의 발목에 남은 상처가 짐승의 발톱이 아니라 쇠고리에 긁힌 자국이라고 설명했다. 유진은 수련장에서 발견한 쇠고리와 상처의 폭이 같음을 확인했다. 산귀의 짓으로 보이게 만든 흔적 아래에 사람의 납치가 있었다. 서진과 유진은 지한을 동료로 맞아 아이의 증언과 북쪽 수레 자국을 함께 잇는다.\n\n지한은 아이를 약초꾼에게 맡기고 약상자를 짊어졌다. 세 사람은 붉은 인형의 매듭과 수레의 기름 자국이 함께 남은 북쪽 산길로 발을 옮겼다.,
node.act1.chapter01.episode05_1.bloodied_herbs,body,북쪽 산길에는 짓밟힌 지혈초가 드문드문 이어졌다. 지한은 누군가 다친 아이를 업고 가며 피를 막으려 잎을 뜯었다고 보았다. 그러나 약초 위에 찍힌 장화 자국은 일부러 짐승 발 모양으로 덮여 있었다. 유진은 비탈 위에서 수레가 무게를 이기지 못해 미끄러진 자국을 찾아냈다.\n\n길 중간의 바위틈에서는 찢어진 아이 옷감과 작은 놋방울이 나왔다. 지한이 방울을 닦자 안쪽에 아이 이름의 첫 글자가 새겨져 있었다. 그는 살아 있는 아이에게 돌려줘야 한다며 방울을 약상자에 넣었다.,
node.act1.chapter01.episode05_1.defend_bloodied_trail,body,"[전투] 피 묻은 산길의 짐승 무리 서진과 유진은 지한이 아이의 방울과 상처 흔적을 지키도록 짐승 무리를 막아낸다.\n\n서진이 좁은 산길 앞을 막고 유진이 붉은 목줄을 겨누었다. 지한은 약상자 속 방울을 감싸 쥔 채, 짐승들이 달려드는 틈에서 아이들의 다음 흔적을 찾았다.",
node.act1.chapter01.episode05_1.red_collar_beasts,body,"그때 산등성이 너머에서 낮은 으르렁거림이 길게 번졌다. 산늑대와 멧개들이 바위 사이를 메우며 나타났다. 털은 군데군데 벗겨지고 갈비뼈가 드러났으며, 목에는 붉은 천과 굵은 노끈이 살을 파고들 만큼 감겨 있었다. 우두머리 늑대는 한쪽 눈이 희게 흐렸고 귀 끝에 붉은 실이 꿰여 있었다. 목에 건 접힌 부적에서는 검은 천 무리가 쓰던 기름 냄새가 났다.\n\n짐승들은 먹이를 노리기보다 길가의 옷감과 방울을 물어뜯으려 했다. 누군가 아이들의 흔적을 지우도록 굶기고 길들인 사냥개들이었다.",
node.act1.chapter01.episode05_2.cut_signal_line,body,[전투] 피 묻은 산길의 짐승 무리 서진과 지한은 유진의 화살길을 열어 조련된 짐승 무리를 신속히 돌파한다.\n\n서진과 지한이 좁은 길을 지키는 동안 유진은 짐승의 목줄과 산채 신호줄을 차례로 겨눴다. 첫 화살이 붉은 줄을 끊으며 싸움이 시작되었다.,
node.act1.chapter01.episode05_2.trained_beasts_signal,body,"유진이 화살을 뽑는 순간 숲속에서 노끈 끌리는 소리가 이어졌다. 산늑대와 멧개들이 낮은 자세로 원을 좁혔다. 빠진 털 아래로 채찍 자국이 겹겹이 남았고, 이빨 사이에는 먹이를 물지 못하게 한 작은 쇠고리가 끼워져 있었다. 우두머리 늑대의 한쪽 귀에는 붉은 실이 꿰여 있었으며, 목의 산귀 부적 뒷면에는 수련장 나무틀과 같은 칼자국이 새겨져 있었다.\n\n짐승 뒤편 나무에는 사람 손으로 묶은 신호줄이 산채 방향으로 이어졌다. 이 무리를 놓치면 납치범에게 추적 사실이 알려질 터였다.",
node.act1.chapter01.episode05_2.wheel_oil_and_arrow,body,"유진은 북쪽 산길의 돌 표면에서 바퀴 쇠테가 긁고 간 가느다란 선을 찾아냈다. 흙 위의 자국은 지워졌지만 바위에 밴 검은 기름은 산등성이까지 이어졌다. 지한은 길가의 짓밟힌 지혈초와 피 묻은 붕대를 살펴, 끌려간 아이 중 하나가 다쳤으나 아직 걸을 수 있었을 것이라고 말했다.\n\n급경사 아래에는 부러진 화살 하나가 꽂혀 있었다. 유진이 실종 전 아이들에게 활쏘기를 가르칠 때 쓰던 무딘 연습 화살이었다. 화살은 우연히 떨어진 것이 아니라, 깃이 북쪽을 향하도록 돌틈에 끼워져 있었다. 붙잡힌 아이가 추적자를 위해 남긴 표시였다.",
node.act1.chapter01.episode06.children_return,body,"검은 천의 무리가 쓰러지자 세 아이는 산채 밖으로 나왔다. 지한은 다친 아이들의 상처를 씻었고, 유진은 산채의 수레와 나무 발자국 틀을 마을 사람들이 볼 수 있도록 챙겼다. 아이들은 청운촌으로 돌아가 가족의 품에 안겼지만, 주민들은 산적의 거짓 흔적에는 분노하면서도 제단에서 나온 물건 앞에서는 입을 다물었다. 촌장 최만석은 산적의 짓이 모두 밝혀졌다며 사건을 끝내려 했다.",
node.act1.chapter01.episode06.fort_convergence,body,"피 묻은 약초와 지워진 수레 자국, 부러진 연습 화살은 모두 북쪽 산등성이의 목책 앞에서 만났다. 서진과 지한, 유진은 서로 다른 순서로 얻은 단서를 맞추어 검은 천의 무리가 아이들을 산채로 데려왔고, 짐승과 가짜 발자국으로 산귀의 소문을 만들었다는 사실을 확인했다.\n\n산채 아래 우리에서는 실종된 아이 둘이 서로를 끌어안고 있었다. 다른 아이 하나는 제단 쪽 창고로 옮겨진 상태였다. 지한은 아이들의 기침 소리를 듣고 아직 모두 살아 있다고 판단했고, 유진은 목책 위 활잡이들의 시선을 피해 들어갈 길을 표시했다. 서진은 오래전 여동생을 놓친 산길과 닮은 풍경 앞에서 이번에는 누구도 두고 가지 않겠다고 다짐했다.",
node.act1.chapter01.episode06.old_altar_truth,body,"그러나 산채 깊은 곳의 제단은 산적들이 급히 만든 것이 아니었다. 말라붙은 흙 아래에는 이름이 긁혀 지워진 위패 조각과 아이의 낡은 신발, 색이 바랜 머리끈이 놓여 있었다. 제단의 돌에는 붉은 천 인형과 같은 산 모양이 오래전부터 파여 있었다. 지한은 산적들이 이 장소의 공포를 이용했을 뿐, 제단 자체는 훨씬 오래되었다고 말했다. 서진은 색 바랜 머리끈을 집어 들었다. 여동생이 쓰던 것과 같은 매듭이었지만, 그것이 정말 그녀의 것인지는 알 수 없었다. 유진은 산채 장비 일부에 청운촌 밖 관청과 거래한 흔적이 있다며, 이 무리가 한 마을에서 끝나지 않을 수 있다고 경고했다.\n\n그날 밤 마을 외곽에서 산바람이 불었다. 머리끈 끝의 붉은 실이 산 쪽을 향해 흔들리자, 멀리서 아이가 서진의 이름을 부르는 듯한 목소리가 들렸다. 청운촌의 아이들은 돌아왔지만, 산귀라는 이름 아래 감춰진 더 오래된 기억과 서진이 잃어버린 과거는 아직 산속에 남아 있었다.",
node.act1.chapter01.episode06.sangui_mask_leader,body,"목책 위의 활잡이들은 눈가에 검은 먹을 길게 칠하고, 아이 옷 조각을 화살 깃 아래 매달고 있었다. 문 앞의 창병들은 흰 산 문양을 그린 가죽 견갑과 짐승 가죽 정강이받이를 맞춰 찼다. 마당의 도끼잡이는 머리를 밀고 화상 자국 위에 산귀 문양을 덧그렸으며, 허리에는 아이 손바닥만 한 붉은 천 인형을 줄줄이 달았다. 높은 제단 앞에는 산귀 가면을 쓴 두목이 서 있었다. 그는 다른 자들보다 몸집이 컸고, 검은 털가죽 옷 위에 붉은 실을 엮은 흉갑을 걸쳤다. 나무 가면의 입은 아이가 우는 모양으로 비뚤게 벌어져 있었고, 손에는 방울 달린 장도와 우리 열쇠가 함께 들려 있었다. 그는 산귀가 아이들을 요구했다고 외치며 창고에 불을 붙이려 했다. [전투] 산채 입구와 제단 돌파 세 사람은 아이들과 산채의 증거를 지키며 산귀 가면의 무리를 제압한다.\n\n서진은 불길과 창고 사이로 뛰어들었고, 지한은 우리 앞에서 아이들을 감쌌다. 유진의 화살이 두목의 열쇠 꾸러미를 제단 기둥에 박는 순간, 산채의 마지막 싸움이 시작되었다.",
node.act1.random_event.01.name_swallowing_well.intro,body,"산자락의 작은 마을을 지나던 일행은 물이 말라붙은 공동 우물가에 사람들이 모여 있는 것을 보았다. 우물 안에서는 물 대신 어린아이의 목소리가 희미하게 울렸다. 목소리는 제 이름을 찾아 달라고 되풀이했지만, 주민들은 산귀가 사람을 꾀는 소리라며 흙과 돌로 우물을 메우려 하고 있었다.\n\n우물가의 낡은 두레박에는 아이 손으로 새긴 듯한 짧은 금이 여럿 남아 있었다. 그런데 우물을 메우자고 앞장선 노인의 집 앞 장승에도 똑같은 자국이 있었고, 노인은 누가 묻기도 전에 오래전 이 마을에는 아이가 빠져 죽은 적이 없다고 말했다. 우물 벽 아래쪽에서는 젖은 흙냄새와 함께 오래된 방울 소리가 들려왔다.",
node.act1.random_event.02.rain_seller.intro,body,"가뭄으로 갈라진 고갯길에서 일행은 푸른 유리병을 늘어놓은 장사꾼을 만났다. 그는 병마다 산꼭대기에서 붙잡은 비구름이 들어 있다며, 마을 사람들에게 마지막 곡식까지 내놓으라고 재촉했다. 병 안에서는 물방울 부딪히는 소리가 났지만, 수레 밑에는 물을 채운 가죽주머니와 빈 병이 감춰져 있었다. 다만 가장 안쪽의 검은 병만은 서늘한 안개를 흘리고 있었다.",
node.act1.random_event.03.returning_straw_shoes.intro,body,"산길 아래 외딴집의 노파는 문턱에 놓인 작은 짚신 한 짝을 불태워 달라고 부탁했다. 오래전 산에서 잃은 손자의 것과 닮은 짚신이 사흘째 버려도 밤마다 돌아온다는 것이다. 짚신 바닥에는 진흙 대신 갓 찧은 곡식가루가 묻어 있었고, 집 뒤 헛간에서는 가느다란 숨소리가 새어 나왔다.",
node.act1.random_event.04.red_thread_mountain_goat.intro,body,"비탈길을 오르던 일행은 뿔에 붉은 실과 방울이 엉킨 산양 한 마리를 발견했다. 산양은 절벽 끝에서 몸부림쳤고, 아래쪽 덤불에는 같은 실을 목에 맨 굶주린 늑대들이 웅크리고 있었다. 실은 산귀를 막는 부적처럼 매듭지어졌지만, 매듭 안쪽에는 짐승을 한곳으로 몰기 위한 사냥꾼의 송진이 발라져 있었다.",
node.act1.random_event.05.abandoned_miner_supper.intro,body,"폐광 입구의 무너진 숙소에는 김이 오르는 밥상이 차려져 있었다. 사람의 흔적은 없는데도 그릇은 광부 수만큼 놓였고, 빈자리 하나에는 깨진 안전패가 올려져 있었다. 음식에서는 구수한 냄새가 났지만 천장에는 갱도 붕괴 때 묻힌 이들의 이름이 검댕으로 빼곡히 적혀 있었다.",
node.act1.random_event.06.shrine_eaves_empty_perch.intro,body,"비를 피해 들어간 작은 신당의 처마에는 나무 새들이 줄지어 매달려 있었다. 한가운데 자리만 비어 있었고, 바닥에는 날개가 부러진 나무 새 하나가 떨어져 있었다. 마을 사람은 빈자리를 채우면 길을 지키던 것이 노한다고 경고했지만, 제단의 향은 누군가 방금 다녀간 듯 아직 따뜻했다.",
node.act1.random_event.07.shadow_selling_child.intro,body,"해 질 무렵 산 아래 장터에서 얼굴을 천으로 가린 아이가 작은 먹물병을 팔고 있었다. 아이는 병 하나로 나쁜 꿈을 지울 수 있다고 했지만, 값을 치른 사람들의 발밑에는 그림자가 사라져 있었다. 아이 자신의 그림자는 몸과 반대 방향으로 길게 뻗어 장터 밖 폐가를 가리켰다.",
node.act1.random_event.07.shadow_selling_child.moonlit_empty_market.intro,body,"다음 초승달 밤, 먹물에 물든 손자국이 희미하게 빛났다. 폐가의 문을 열자 낮의 장터와 닮았지만 사람 대신 그림자만 오가는 검은 거리가 나타났다. 거리 끝에는 먹물병을 만든 술사가 훔친 그림자들을 커다란 항아리에 붓고 있었다.",
node.act1.random_event.08.spring_beneath_stone_grave.intro,body,"메마른 숲길에서 일행은 돌무덤 틈으로 맑은 물이 흐르는 것을 발견했다. 샘가에는 물을 마시지 말라는 낡은 나무패와, 누군가 최근 놓고 간 어린아이의 꽃신이 함께 있었다. 물속에는 은빛 동전이 가득했지만, 동전을 비추는 사람의 얼굴은 실제보다 훨씬 늙어 보였다.",
node.act1.random_event.09.black_cloth_herbalist.intro,body,"안개 낀 산길에서 검은 천으로 얼굴을 가린 약초꾼이 쓰러져 있었다. 등짐에는 해열초와 독초가 뒤섞여 있었고, 허리에는 산적들이 쓰던 붉은 천 인형이 매달려 있었다. 그는 산적에게 빼앗기지 않으려고 변장했을 뿐이라 말했지만, 손목에는 밧줄을 오래 묶었던 자국이 선명했다.",
node.act1.random_event.10.silent_jangseung.intro,body,"두 갈래 산길 한가운데 서 있는 장승의 얼굴에서는 검은 물이 흘러내리고 있었다. 지나가던 나무꾼은 밤마다 장승이 아이 울음소리를 내어 누구도 왼쪽 길로 가지 못한다고 말했다. 그러나 장승의 입은 헝겊과 못으로 단단히 막혀 있었고, 왼쪽 길에는 최근 끌려간 수레바퀴 자국이 남아 있었다.",
node.act1.random_event.11.dry_waterwheel.intro,body,"물이 끊긴 계곡을 지나던 일행은 마른 수로 옆에서 혼자 돌아가는 물레방아를 발견했다. 물레가 돌 때마다 안쪽 맷돌에서는 곡식 대신 하얀 뼛가루 같은 가루가 흘러나왔다. 방앗간 주인은 산귀가 물길을 훔쳤다며 문을 걸어 잠갔지만, 수로 위쪽에는 최근 쌓은 돌둑과 관가의 붉은 봉인이 보였다.",
node.act1.random_event.12.paper_flower_grave.intro,body,"산비탈의 이름 없는 무덤마다 비에 젖지 않은 종이꽃이 피어 있었다. 꽃잎에는 서로 다른 아이의 이름이 적혀 있었고, 가장 작은 무덤 앞의 꽃만 이름 대신 빈칸으로 남아 있었다. 땔감을 줍던 노인은 산귀가 죽은 아이의 이름을 세어 간다며 꽃을 태워야 한다고 했지만, 그의 손에는 같은 종이를 자른 가위가 들려 있었다.",
node.act1.random_event.13.empty_bride_palanquin.intro,body,"안개 낀 고갯길 한복판에 붉은 혼례 가마가 버려져 있었다. 가마꾼은 없었지만 안쪽에서는 어린아이가 자장가를 부르는 소리가 났고, 발치에는 신부의 비녀와 아이의 짚신이 나란히 놓여 있었다. 가마의 문에는 밖에서 잠근 자물쇠가 달렸으며, 손잡이에는 산적들이 쓰는 검은 천 조각이 끼어 있었다.",
